Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
A0A0G2KB92;A0A1W2Q6Q2;A0A3Q9WS43;Q9R1P9;Q9WVP7;A0A1W2Q632;O08875,tr|A0A0G2KB92|A0A0G2KB92_RAT Serine/threonine-protein kinase DCLK1 OS=Rattus norvegicus OX=10116 GN=Dclk1 PE=1 SV=1;tr|A0A1W2Q6Q2|A0A1W2Q6Q2_RAT Serine/threonine-protein kinase DCLK1 OS=Rattus norvegicus OX=10116 GN=Dclk1 PE=1 SV=1;tr|A0A3Q9WS43|A0A3Q9WS43,0,0,0,0,0,141800,26812,0,0,0,0,0,98945,53628,0
A0A0G2QC53;D3ZJR1,tr|A0A0G2QC53|A0A0G2QC53_RAT Epidermal growth factor receptor pathway substrate 15-like 1 OS=Rattus norvegicus OX=10116 GN=Eps15l1 PE=2 SV=1;tr|D3ZJR1|D3ZJR1_RAT Epidermal growth factor receptor pathway substrate 15-like 1 OS=Rattus norvegicus OX=10116 GN=,0,0,0,0,0,0,7412.9,31316,0,0,0,0,46739,13497,39702
A0A0H2UHA4;Q6AYL6-2;Q6AYL6,tr|A0A0H2UHA4|A0A0H2UHA4_RAT Mitochondria-eating protein OS=Rattus norvegicus OX=10116 GN=Spata18 PE=1 SV=1;sp|Q6AYL6-2|MIEAP_RAT Isoform 2 of Mitochondria-eating protein OS=Rattus norvegicus OX=10116 GN=Spata18;sp|Q6AYL6|MIEAP_RAT Mitochondria-eating prot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H2UHB7;Q9JI66;Q9JI66-3;Q9JI66-2,tr|A0A0H2UHB7|A0A0H2UHB7_RAT Anion exchange protein OS=Rattus norvegicus OX=10116 GN=Slc4a4 PE=1 SV=1;sp|Q9JI66|S4A4_RAT Electrogenic sodium bicarbonate cotransporter 1 OS=Rattus norvegicus OX=10116 GN=Slc4a4 PE=1 SV=1;sp|Q9JI66-3|S4A4_RAT Isoform 3 of Ele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JTB7;Q62728,tr|A0A0G2JTB7|A0A0G2JTB7_RAT Tyrosine-protein phosphatase non-receptor type OS=Rattus norvegicus OX=10116 GN=Ptpn21 PE=1 SV=1;sp|Q62728|PTN21_RAT Tyrosine-protein phosphatase non-receptor type 21 OS=Rattus norvegicus OX=10116 GN=Ptpn21 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H2UHR5;Q00972,"tr|A0A0H2UHR5|A0A0H2UHR5_RAT Protein-serine/threonine kinase OS=Rattus norvegicus OX=10116 GN=Bckdk PE=1 SV=1;sp|Q00972|BCKD_RAT [3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Bckdk PE=1 SV=2",0,0,48203,0,0,0,53711,0,0,12912,0,0,159530,47800,120330
A0A0H2UHV4;M0R7Z0;B2GUV7,tr|A0A0H2UHV4|A0A0H2UHV4_RAT Eukaryotic translation initiation factor 5B OS=Rattus norvegicus OX=10116 GN=Eif5b PE=1 SV=1;tr|M0R7Z0|M0R7Z0_RAT Eukaryotic translation initiation factor 5B OS=Rattus norvegicus OX=10116 PE=4 SV=1;sp|B2GUV7|IF2P_RAT Eukaryotic,0,0,0,8284.7,0,0,20643,0,0,0,0,0,5734.4,0,98754
A0A0H2UHZ2;Q5U2Z3,tr|A0A0H2UHZ2|A0A0H2UHZ2_RAT Nucleosome assembly protein 1-like 4 OS=Rattus norvegicus OX=10116 GN=Nap1l4 PE=1 SV=1;sp|Q5U2Z3|NP1L4_RAT Nucleosome assembly protein 1-like 4 OS=Rattus norvegicus OX=10116 GN=Nap1l4 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0G2JTD7;F1LNR1;F1LNR0;F1LNQ9;A0A0G2JUI5;A0A1B0GWM1;A0A1B0GWS3,tr|A0A0G2JTD7|A0A0G2JTD7_RAT Cytoplasmic linker-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Clasp1 PE=1 SV=1;tr|F1LNR1|F1LNR1_RAT Cytoplasmic linker-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Clasp1 PE=1 SV=3;tr|F1LNR0|F1LNR0_RAT Cytop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4KLN3;E9PTN4;A0A0U1RRU0,tr|Q4KLN3|Q4KLN3_RAT SFRS protein kinase 1 OS=Rattus norvegicus OX=10116 GN=Srpk1 PE=2 SV=1;tr|E9PTN4|E9PTN4_RAT SRSF protein kinase 1 OS=Rattus norvegicus OX=10116 GN=Srpk1 PE=1 SV=3;tr|A0A0U1RRU0|A0A0U1RRU0_RAT SRSF protein kinase 1 OS=Rattus norvegicus ,0,0,0,0,0,0,0,0,0,0,0,0,49960,0,122920
A0A140TAA3;O55007,tr|A0A140TAA3|A0A140TAA3_RAT Ral GTPase-activating protein subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Ralgapa1 PE=1 SV=1;sp|O55007|RGPA1_RAT Ral GTPase-activating protein subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Ralgapa1 PE=1 SV=2,0,0,0,24883,0,0,85514,0,0,66250,0,84439,18665,0,23403
A0A140TAB4;Q02874-2;Q02874;B1WC28,tr|A0A140TAB4|A0A140TAB4_RAT Core histone macro-H2A OS=Rattus norvegicus OX=10116 GN=H2afy PE=1 SV=1;sp|Q02874-2|H2AY_RAT Isoform 1 of Core histone macro-H2A.1 OS=Rattus norvegicus OX=10116 GN=Macroh2a1;sp|Q02874|H2AY_RAT Core histone macro-H2A.1 OS=Rattus,0,0,0,0,0,0,10428,0,0,67979,0,0,0,0,0
B2RYM6;A0A140UHX2,"tr|B2RYM6|B2RYM6_RAT Zc3hc1 protein OS=Rattus norvegicus OX=10116 GN=Zc3hc1 PE=1 SV=1;tr|A0A140UHX2|A0A140UHX2_RAT Zinc finger, C3HC-type-containing 1 OS=Rattus norvegicus OX=10116 GN=Zc3hc1 PE=1 SV=1",0,0,53683,0,0,0,0,0,0,0,0,0,19491,0,50808
M0RDX9;D4A6L3;A0A1W2Q629,tr|M0RDX9|M0RDX9_RAT Nucleolar protein 8 OS=Rattus norvegicus OX=10116 GN=Nol8 PE=1 SV=1;tr|D4A6L3|D4A6L3_RAT Nucleolar protein 8 OS=Rattus norvegicus OX=10116 GN=Nol8 PE=1 SV=2;tr|A0A1W2Q629|A0A1W2Q629_RAT Nucleolar protein 8 OS=Rattus norvegicus OX=10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2X0SFF1;F1LZV1;P97924-3;P97924-2;P97924-7;P97924;P97924-4,tr|A0A2X0SFF1|A0A2X0SFF1_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=KALRN PE=3 SV=1;tr|F1LZV1|F1LZV1_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Kalrn PE=1 SV=3;sp|P97924-3|KALRN_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A5P8DHK4;A0A5P8DHN0,tr|A0A5P8DHK4|A0A5P8DHK4_RAT Nesprin 1 short isoform OS=Rattus norvegicus OX=10116 GN=Syne1 PE=2 SV=1;tr|A0A5P8DHN0|A0A5P8DHN0_RAT Nesprin 1 long isoform OS=Rattus norvegicus OX=10116 GN=Syne1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A654ICE6;P08050,tr|A0A654ICE6|A0A654ICE6_RAT Connexin-43 OS=Rattus norvegicus OX=10116 GN=Cxnk1 PE=3 SV=1;sp|P08050|CXA1_RAT Gap junction alpha-1 protein OS=Rattus norvegicus OX=10116 GN=Gja1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0JN25;D3ZKD9;D4A1Q2;F1LST4;P19332-7;P19332-6;P19332-3;P19332-5;P19332-4;P19332-2;P19332;P19332-8,tr|A0JN25|A0JN25_RAT Microtubule-associated protein OS=Rattus norvegicus OX=10116 GN=Mapt PE=1 SV=1;tr|D3ZKD9|D3ZKD9_RAT Microtubule-associated protein OS=Rattus norvegicus OX=10116 GN=Mapt PE=1 SV=2;tr|D4A1Q2|D4A1Q2_RAT Microtubule-associated protein OS=R,0,0,26310,13698,0,0,48937,0,0,0,0,0,0,0,42501
A1EC67;A1EC66;P23899-2;P23899;A0A096MJ72,tr|A1EC67|A1EC67_RAT Transcription factor 2 splice variant OS=Rattus norvegicus OX=10116 GN=Hnf1b PE=2 SV=1;tr|A1EC66|A1EC66_RAT Transcription factor 2 OS=Rattus norvegicus OX=10116 GN=Hnf1b PE=2 SV=1;sp|P23899-2|HNF1B_RAT Isoform 2 of Hepatocyte nuclear f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1L1L5,tr|A1L1L5|A1L1L5_RAT Ccnk protein OS=Rattus norvegicus OX=10116 GN=Ccnk PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2VD11,tr|A2VD11|A2VD11_RAT Splicing factor YJU2 OS=Rattus norvegicus OX=10116 GN=Yju2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZG37;A0A0G2JTK4,"tr|D3ZG37|D3ZG37_RAT Protein phosphatase 6, regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Ppp6r1 PE=1 SV=1;tr|A0A0G2JTK4|A0A0G2JTK4_RAT Protein phosphatase 6, regulatory subunit 1 OS=Rattus norvegicus OX=10116 GN=Ppp6r1 PE=1 SV=1",0,0,9711.7,0,0,0,0,0,0,18276,0,0,0,0,0
A2VD12,sp|A2VD12|PBIP1_RAT Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Pbxip1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BN72,sp|B0BN72|MCRI1_RAT Mapk-regulated corepressor-interacting protein 1 OS=Rattus norvegicus OX=10116 GN=Mcrip1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BND9;Q32PZ7;D4A7R0,tr|B0BND9|B0BND9_RAT Signal recognition particle subunit SRP72 OS=Rattus norvegicus OX=10116 GN=LOC108348180 PE=1 SV=1;tr|Q32PZ7|Q32PZ7_RAT Signal recognition particle subunit SRP72 (Fragment) OS=Rattus norvegicus OX=10116 GN=Srp72 PE=2 SV=1;tr|D4A7R0|D4A7,0,0,190090,0,0,0,304050,0,0,330630,180570,334350,0,135130,0
B1H240;G3V798,tr|B1H240|B1H240_RAT Sfrs4 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Srsf4 PE=2 SV=1;tr|G3V798|G3V798_RAT Serine and arginine-rich-splicing factor 4 OS=Rattus norvegicus OX=10116 GN=Srsf4 PE=1 SV=1,182670,0,0,0,0,0,0,0,0,0,0,0,5233.3,0,80975
B1WBN1;Q9R1Q2,tr|B1WBN1|B1WBN1_RAT Cyclin-L1 OS=Rattus norvegicus OX=10116 GN=Ccnl1 PE=2 SV=1;sp|Q9R1Q2|CCNL1_RAT Cyclin-L1 OS=Rattus norvegicus OX=10116 GN=Ccnl1 PE=1 SV=1,0,0,93102,0,0,0,75739,0,0,0,0,121560,37291,0,60914
G3V968;B1WBW0,tr|G3V968|G3V968_RAT U3 small nucleolar ribonucleoprotein protein MPP10 OS=Rattus norvegicus OX=10116 GN=Mphosph10 PE=1 SV=1;tr|B1WBW0|B1WBW0_RAT U3 small nucleolar ribonucleoprotein protein MPP10 OS=Rattus norvegicus OX=10116 GN=Mphosph10 PE=2 SV=1,0,0,36927,0,0,0,19536,0,0,0,0,0,0,0,131040
F1LSF5;A0A0G2JTP6;P43884;P43884-2,tr|F1LSF5|F1LSF5_RAT Perilipin OS=Rattus norvegicus OX=10116 GN=Plin1 PE=1 SV=3;tr|A0A0G2JTP6|A0A0G2JTP6_RAT Perilipin OS=Rattus norvegicus OX=10116 GN=Plin1 PE=1 SV=1;sp|P43884|PLIN1_RAT Perilipin-1 OS=Rattus norvegicus OX=10116 GN=Plin1 PE=1 SV=1;sp|P438,0,0,0,0,0,0,0,0,0,0,0,0,113050,2336,0
Q99PA1;F7ENH8;B1WBY8,tr|Q99PA1|Q99PA1_RAT Histone deacetylase 2 (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|F7ENH8|F7ENH8_RAT Histone deacetylase 2 OS=Rattus norvegicus OX=10116 GN=Hdac2 PE=1 SV=1;tr|B1WBY8|B1WBY8_RAT Histone deacetylase (Fragment) OS=Rattus norvegic,73218,0,0,0,0,0,52816,0,0,94311,0,0,279910,0,222120
P62997,sp|P62997|TRA2B_RAT Transformer-2 protein homolog beta OS=Rattus norvegicus OX=10116 GN=Tra2b PE=1 SV=1,596900,0,22712,0,0,259940,1177100,0,35887,305570,64722,0,0,266940,276740
B1WC25,tr|B1WC25|B1WC25_RAT Tra2a protein OS=Rattus norvegicus OX=10116 GN=Tra2a PE=1 SV=1,0,0,93238,124850,0,0,93432,0,60931,205860,30069,192980,0,82886,0
B2GUW9,tr|B2GUW9|B2GUW9_RAT RGD1562161 protein OS=Rattus norvegicus OX=10116 GN=Bclaf3 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2GUX8,"tr|B2GUX8|B2GUX8_RAT RCG34685, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Sh3bp5l PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,6870,0,8016.7
P83868;B2GV92;Q5PQL9,sp|P83868|TEBP_RAT Prostaglandin E synthase 3 OS=Rattus norvegicus OX=10116 GN=Ptges3 PE=1 SV=2;tr|B2GV92|B2GV92_RAT Ptges3 protein OS=Rattus norvegicus OX=10116 GN=Ptges3 PE=1 SV=1,0,649030,0,0,1537400,6461200,984380,0,0,35085000,0,3336600,0,0,0
B2GV94,tr|B2GV94|B2GV94_RAT Fam134c protein OS=Rattus norvegicus OX=10116 GN=Retreg3 PE=1 SV=1,0,0,55339,62424,0,431250,414140,210790,145430,325650,220240,513080,69129,99320,810460
B2GVB4;F1LN75;Q9QZR6,tr|B2GVB4|B2GVB4_RAT Sept9 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Sept9 PE=2 SV=1;tr|F1LN75|F1LN75_RAT Septin-9 OS=Rattus norvegicus OX=10116 GN=Septin9 PE=1 SV=3;sp|Q9QZR6|SEPT9_RAT Septin-9 OS=Rattus norvegicus OX=10116 GN=Septin9 PE=1 SV=1,0,0,0,0,0,0,77556,0,0,5203.8,20303,0,19984,35698,0
B2RYA6,tr|B2RYA6|B2RYA6_RAT Papillary renal cell carcinoma (Translocation-associated) (Predicted) OS=Rattus norvegicus OX=10116 GN=Prcc PE=1 SV=1,0,0,0,0,0,0,83097,0,0,0,0,0,51355,0,5398.6
B2RYB3;A0A0G2K4F6,tr|B2RYB3|B2RYB3_RAT Serine and arginine repetitive matrix 1 OS=Rattus norvegicus OX=10116 GN=Srrm1 PE=1 SV=1;tr|A0A0G2K4F6|A0A0G2K4F6_RAT Serine and arginine repetitive matrix 1 OS=Rattus norvegicus OX=10116 GN=Srrm1 PE=1 SV=1,161960,0,702160,309040,50087,106350,954720,33939,193530,828010,275480,628280,783660,347260,1448900
Q810D0;A0A096MK54;G3V9G5;A0A096MKE8,"tr|Q810D0|Q810D0_RAT Desmuslin OS=Rattus norvegicus OX=10116 GN=DMN PE=2 SV=1;tr|A0A096MK54|A0A096MK54_RAT RCG24674, isoform CRA_e OS=Rattus norvegicus OX=10116 GN=Synm PE=1 SV=1;tr|G3V9G5|G3V9G5_RAT RCG24674, isoform CRA_b OS=Rattus norvegicus OX=10116 GN",0,0,97210,56483,0,0,32740,0,0,0,42922,0,0,60636,0
B2RYD7,tr|B2RYD7|B2RYD7_RAT Dolichyl-diphosphooligosaccharide--protein glycotransferase OS=Rattus norvegicus OX=10116 GN=Stt3b PE=1 SV=1,0,0,0,0,0,0,0,0,33488,0,0,0,0,0,299000
B2RYL8,tr|B2RYL8|B2RYL8_RAT RNA helicase OS=Rattus norvegicus OX=10116 GN=Ddx41 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5PPJ7;A1A5N2;Q3KR62;A0A0G2JTW5;G3V8B6;O88761,tr|Q5PPJ7|Q5PPJ7_RAT 26S proteasome non-ATPase regulatory subunit 1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Psmd1 PE=2 SV=1;tr|A1A5N2|A1A5N2_RAT 26S proteasome non-ATPase regulatory subunit 1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Psmd1 PE=2 SV=1;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2RZ73;D4A8H5,"tr|B2RZ73|B2RZ73_RAT Ppp4r2 protein OS=Rattus norvegicus OX=10116 GN=Ppp4r2 PE=1 SV=1;tr|D4A8H5|D4A8H5_RAT Protein phosphatase 4, regulatory subunit 2 OS=Rattus norvegicus OX=10116 GN=Ppp4r2 PE=1 SV=2",0,0,0,43434,0,0,116180,0,0,73129,0,0,56863,21922,210070
B2RZD1,tr|B2RZD1|B2RZD1_RAT Protein transport protein Sec61 subunit beta OS=Rattus norvegicus OX=10116 GN=Sec61b PE=1 SV=1,180880,0,202360,29051,0,120400,721060,0,352940,416270,83514,119710,531900,641180,1267100
B3DM95;P04550,tr|B3DM95|B3DM95_RAT Parathymosin OS=Rattus norvegicus OX=10116 GN=Ptms PE=1 SV=1;sp|P04550|PTMS_RAT Parathymosin OS=Rattus norvegicus OX=10116 GN=Ptms PE=1 SV=2,0,0,0,0,0,0,0,0,0,44517,9842.3,0,0,0,0
M0RAP1;B3FIB5,tr|M0RAP1|M0RAP1_RAT RCG47962 OS=Rattus norvegicus OX=10116 GN=Utf1 PE=4 SV=1;tr|B3FIB5|B3FIB5_RAT Undifferentiated embryonic cell transcription factor 1 OS=Rattus norvegicus OX=10116 GN=Utf1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,9697.3,0,0,0,0,608970
M9MMM9;A0A0G2JU82;A0A0G2JWA8;A0A0G2K9T4;D3ZHV2,tr|M9MMM9|M9MMM9_RAT Microtubule-actin cross-linking factor 1 OS=Rattus norvegicus OX=10116 GN=Macf1 PE=1 SV=2;tr|A0A0G2JU82|A0A0G2JU82_RAT Microtubule-actin cross-linking factor 1 OS=Rattus norvegicus OX=10116 GN=Macf1 PE=1 SV=1;tr|A0A0G2JWA8|A0A0G2JWA8_R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3MHT9;B4F7E8,tr|Q3MHT9|Q3MHT9_RAT Fam129b protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Fam129b PE=2 SV=1;sp|B4F7E8|NIBA2_RAT Protein Niban 2 OS=Rattus norvegicus OX=10116 GN=Niban2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5DEN5,tr|B5DEN5|B5DEN5_RAT Elongation factor 1-beta OS=Rattus norvegicus OX=10116 GN=Eef1b2 PE=1 SV=1,24270,20371,449930,350160,0,291580,672360,71681,136910,324000,232720,427720,319140,353680,743360
F7EWC1;B5DEX4,tr|F7EWC1|F7EWC1_RAT Vasodilator-stimulated phosphoprotein OS=Rattus norvegicus OX=10116 GN=Vasp PE=1 SV=2;tr|B5DEX4|B5DEX4_RAT Vasp protein OS=Rattus norvegicus OX=10116 GN=Vasp PE=2 SV=1,0,0,0,9088.1,0,0,12032,0,0,0,0,0,0,0,0
B5DFK6,tr|B5DFK6|B5DFK6_RAT AP-3 complex subunit delta OS=Rattus norvegicus OX=10116 GN=Ap3d1 PE=1 SV=1,6331.1,0,74829,43223,0,0,82703,0,29668,16568,26363,62849,34456,17394,30248
B5DFM4;F1LM55,tr|B5DFM4|B5DFM4_RAT RGD1309922 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=RGD1309922 PE=2 SV=1;tr|F1LM55|F1LM55_RAT Cell cycle and apoptosis regulator 2 OS=Rattus norvegicus OX=10116 GN=Ccar2 PE=1 SV=1,0,0,0,70883,0,0,0,0,0,51786,0,0,0,17498,0
C0JPT7,tr|C0JPT7|C0JPT7_RAT Filamin A OS=Rattus norvegicus OX=10116 GN=Flna PE=1 SV=1,1212600,1372100,1602300,2528700,1006700,1774900,2373000,2176200,1352200,2611200,2932700,2304500,649260,2785500,1151800
CON__P02662,,14912000,4429200,17031000,13196000,26188000,6631600,5988900,8859600,20170000,3041200,6090800,2673200,8813900,16187000,4587900
CON__P02663,,6251100,1703900,6819400,5813500,10173000,2448600,2856700,3416200,6722400,1122200,2134400,538340,4265400,6987900,2160400
A0A0G2JU96;A0A0G2JUA5,tr|A0A0G2JU96|A0A0G2JU96_RAT AHNAK nucleoprotein OS=Rattus norvegicus OX=10116 GN=Ahnak PE=1 SV=1;tr|A0A0G2JUA5|A0A0G2JUA5_RAT AHNAK nucleoprotein OS=Rattus norvegicus OX=10116 GN=Ahnak PE=1 SV=1,44150,69499,337690,284410,10433,350690,536750,202200,92172,192400,317970,542040,398900,606970,321440
CON__P02666,,1420500,219850,4746700,2399500,3537000,928360,948560,1159800,3286700,676550,958500,68243,696150,5271700,495600
CON__P02672,,17550,0,144790,266300,228060,0,15736,46843,138560,13121,39717,0,52248,270550,0
CON__P12763,,0,0,9654,30028,15973,0,0,0,0,0,0,0,13596,2160.3,0
D0UFD0;F1MAB9;A0A0G2K865,tr|D0UFD0|D0UFD0_RAT Prostate leucine zipper variant 2 OS=Rattus norvegicus OX=10116 GN=PrLZ PE=2 SV=1;tr|F1MAB9|F1MAB9_RAT Tumor protein D52 OS=Rattus norvegicus OX=10116 GN=Tpd52 PE=1 SV=2;tr|A0A0G2K865|A0A0G2K865_RAT Tumor protein D52 OS=Rattus norvegic,14761,9496,41548,22410,0,28194,24299,11334,5074.5,13971,13415,0,57505,23221,1028800
D2XV59,sp|D2XV59|GTPB1_RAT GTP-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Gtpbp1 PE=1 SV=1,0,0,426440,262050,0,512760,469100,337710,41924,403840,342650,575150,64879,262390,65538
D3Z7Z5,tr|D3Z7Z5|D3Z7Z5_RAT RAN-binding protein 10 OS=Rattus norvegicus OX=10116 GN=Ranbp10 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3Z9Z9,sp|D3Z9Z9|SMRCD_RAT SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Rattus norvegicus OX=10116 GN=Smarcad1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZAR1,sp|D3ZAR1|ARH_RAT Low density lipoprotein receptor adapter protein 1 OS=Rattus norvegicus OX=10116 GN=Ldlrap1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D3ZAY8,tr|D3ZAY8|D3ZAY8_RAT Pinin OS=Rattus norvegicus OX=10116 GN=Pnn PE=1 SV=1,0,0,0,25199,0,0,0,73162,0,0,17273,0,29278,0,43186
D3ZBN0,sp|D3ZBN0|H15_RAT Histone H1.5 OS=Rattus norvegicus OX=10116 GN=H1-5 PE=1 SV=1,0,0,287870,2077.8,0,17614,0,0,77639,3404.1,0,0,23833,11768,363480
D3ZC56,tr|D3ZC56|D3ZC56_RAT Dystonin OS=Rattus norvegicus OX=10116 GN=Dst PE=1 SV=3,0,0,0,26593,0,72772,61805,30659,0,56459,0,63153,0,0,0
D4ACC2;D3ZD05,tr|D4ACC2|D4ACC2_RAT KN motif and ankyrin repeat domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Kank2 PE=1 SV=2;sp|D3ZD05|KANK2_RAT KN motif and ankyrin repeat domain-containing protein 2 OS=Rattus norvegicus OX=10116 GN=Kank2 PE=1 SV=2,29397,0,47385,116640,0,24616,270770,39563,0,82125,196660,192680,67141,120280,0
D3ZDF3,"tr|D3ZDF3|D3ZDF3_RAT MRV integration site 1 homolog (Mouse) (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Mrvi1 PE=1 SV=1",0,0,16130,0,0,0,51655,0,0,0,0,0,0,43769,0
D3ZDT1;D3ZM69;D3ZAY2;D3ZAY7;A0A0G2K162,tr|D3ZDT1|D3ZDT1_RAT Erythrocyte membrane protein band 4.1-like 2 OS=Rattus norvegicus OX=10116 GN=Epb41l2 PE=1 SV=3;tr|D3ZM69|D3ZM69_RAT Erythrocyte membrane protein band 4.1-like 2 OS=Rattus norvegicus OX=10116 GN=Epb41l2 PE=1 SV=2;tr|D3ZAY2|D3ZAY2_RAT E,48845,0,220750,93457,0,0,241370,128720,56941,255640,129040,142860,326980,151050,145510
D3ZEZ9;F1M155,tr|D3ZEZ9|D3ZEZ9_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3;tr|F1M155|F1M155_RAT Supervillin OS=Rattus norvegicus OX=10116 GN=Svil PE=1 SV=3,0,28821,20439,31147,0,0,70014,21922,0,13114,71308,13516,0,73672,0
D3ZF26,tr|D3ZF26|D3ZF26_RAT Tankyrase 1-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Tnks1bp1 PE=1 SV=1,0,0,49723,49956,0,0,224210,0,0,155550,24496,51897,55492,119690,108170
D3ZGL5,tr|D3ZGL5|D3ZGL5_RAT Pre-mRNA-splicing factor 38A OS=Rattus norvegicus OX=10116 GN=Prpf38a PE=1 SV=1,0,0,0,47437,0,0,0,0,0,154660,0,0,0,0,58323
D3ZJ32,tr|D3ZJ32|D3ZJ32_RAT Extended synaptotagmin 2 OS=Rattus norvegicus OX=10116 GN=Esyt2 PE=1 SV=3,0,0,0,64827,0,31103,26604,43251,0,191120,0,86701,0,35561,11174
D3ZKC9,tr|D3ZKC9|D3ZKC9_RAT Vir-like m6A methyltransferase-associated OS=Rattus norvegicus OX=10116 GN=Virma PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,15594,0,38623
D3ZKI6;P86411,tr|D3ZKI6|D3ZKI6_RAT Ral GTPase-activating protein subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ralgapa2 PE=1 SV=3;sp|P86411|RGPA2_RAT Ral GTPase-activating protein subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ralgapa2 PE=1 SV=1,0,0,65997,59685,0,0,64825,0,0,95407,21368,66504,35304,0,129860
D3ZKQ4,"tr|D3ZKQ4|D3ZKQ4_RAT RAB, member RAS oncogene family-like 6 OS=Rattus norvegicus OX=10116 GN=Rabl6 PE=1 SV=1",0,0,0,0,0,0,29613,0,0,46817,0,0,33048,0,31525
D3ZKX8,"tr|D3ZKX8|D3ZKX8_RAT Family with sequence similarity 169, member A OS=Rattus norvegicus OX=10116 GN=Fam169a PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,67319,0,219680
D3ZLP9,tr|D3ZLP9|D3ZLP9_RAT Sin3A-associated protein 130 OS=Rattus norvegicus OX=10116 GN=Sap130 PE=1 SV=3,0,0,116760,54528,0,0,0,48956,0,74613,28641,0,0,0,92316
D3ZM91,tr|D3ZM91|D3ZM91_RAT Syncoilin (Predicted) OS=Rattus norvegicus OX=10116 GN=Sync PE=1 SV=1,0,0,53675,29302,0,0,39282,0,0,0,0,0,0,21451,0
