Protein_names	Gene_names	UniprotID	LFQ_intensity_1_1	LFQ_intensity_1_2	LFQ_intensity_2_1	LFQ_intensity_2_2	LFQ_intensity_20_1	LFQ_intensity_20_2	LFQ_intensity_22_1	LFQ_intensity_22_2	LFQ_intensity_28_1	LFQ_intensity_28_2	LFQ_intensity_29_1	LFQ_intensity_29_2	LFQ_intensity_31_1	LFQ_intensity_31_2	LFQ_intensity_33_1	LFQ_intensity_33_2	LFQ_intensity_36_1	LFQ_intensity_36_2	LFQ_intensity_37_1	LFQ_intensity_37_2	LFQ_intensity_39_1	LFQ_intensity_39_2	LFQ_intensity_4_1	LFQ_intensity_4_2	LFQ_intensity_25_1	LFQ_intensity_25_2	LFQ_intensity_8_1	LFQ_intensity_8_2	LFQ_intensity_9_1	LFQ_intensity_9_2__
Hepatoma-derived growth factor-related protein 2	Hdgfrp2	Q925G1-2	0	0	0	0	0	0	8853.9	0	0	0	26210	26890	0	0	0	0	0	0	5942	6320.2	0	0	0	0	0	0	0	0	0	0
SH3 domain-containing kinase-binding protein 1	Sh3kbp1	Q925Q9-7	0	0	0	0	3070.6	1324	11797	11905	6265.4	5104.7	11898	9736.2	4624.3	6491.3	0	0	13339	11445	11280	9520.7	8193.6	9294.4	15289	5299.6	11501	5296.5	10573	0	0	4078.4
Alpha-2-macroglobulin receptor-associated protein	Lrpap1	Q99068	2443	0	0	263.74	196140	184750	3459.4	4618.3	288.38	254.99	5537.2	5373.4	2993.1	2839.4	138010	133010	26227	24820	2225.9	2051.1	4097.4	3784.6	6137.6	6080.9	1620.7	2463.1	2392.8	1020.3	238670	253020
Elastin	Eln	Q99372-6	11557	15431	13390	5583.7	10283	9166.6	83566	74830	97744	78987	91694	84199	40766	40470	7500	6530.1	69831	56448	60871	54312	78775	86182	0	1200.1	65053	38401	42580	42191	11771	5159.1
Integrin-linked protein kinase	Ilk	Q99J82	161130	244300	189430	177300	173820	169070	195950	197100	247930	277820	221340	233250	294150	302460	126880	139820	208940	202480	244360	246770	171880	110680	73446	71412	202500	205550	183720	193200	6690.9	2702
Tektin-1	Tekt1	Q99JD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17424	16182	566.26	0	0	0	0	0
CLIP-associating protein 2	Clasp2	Q99JD4	0	0	4806.1	0	13411	13309	18829	18537	20928	21378	24052	22682	23004	25923	6434.6	6625.5	20011	20100	40519	38051	0	26216	7679.7	9339.5	9875	14609	12161	8037.6	35084	26839
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3"	Plcb3	Q99JE6	55041	35789	40018	46778	78184	64426	63242	63681	38046	54617	113630	159150	60233	65901	56170	31249	43886	61392	108240	64458	112680	124640	71643	44377	78923	41509	57940	53892	74535	0
"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed"	Smu1	Q99M63	0	0	8259.3	12282	6914.2	7305.3	10487	0	1348.2	0	0	0	0	0	8785.9	9343.6	7416.1	5251.5	4212.7	0	7063.3	16367	0	9987.5	17183	15919	7073.8	6160.2	0	0
Protein phosphatase 1 regulatory subunit 14A	Ppp1r14a	Q99MC0	23269	21306	19988	24182	29293	31965	26679	35442	22095	27119	36741	39636	59614	51928	14270	5144.8	18769	22191	24734	18143	24416	34496	21651	23359	15377	12194	14657	8931.7	0	0
NEDD8-activating enzyme E1 catalytic subunit	Uba3	Q99MI7	0	0	11515	6914.5	22107	16349	28861	29572	22328	19427	26179	29494	31732	23713	6038.8	14080	32429	30088	20067	20552	35859	35811	19733	17053	23540	37377	17713	19356	9748.3	7882
Prenylcysteine oxidase	Pcyox1	Q99ML5	23301	74501	51776	59466	31745	25131	37528	35280	24047	20419	33581	33943	35519	32890	47135	51568	39395	39353	27940	27830	45166	46291	38696	64911	41609	45138	37537	36820	690.06	2371.1
LIM and SH3 domain protein 1	Lasp1	Q99MZ8	84964	118680	45411	61350	81334	97895	57186	47412	68928	66902	41958	34773	76031	67850	113710	126490	99285	81791	75734	87220	42982	58449	99605	20136	73895	61214	103680	95393	172470	163870
Sorting nexin-1	Snx1	Q99N27	12384	12647	12386	12144	20063	15304	27569	27037	20119	16712	16862	19386	23336	20651	23006	20544	31603	29997	15432	18410	24862	25564	4882.7	4698.5	25635	22876	26998	33300	22887	30017
Rho GTPase-activating protein 17	Arhgap17	Q99N37-2	0	0	0	0	42546	46963	75167	90934	92304	0	50777	115530	0	0	104980	0	17209	31334	106240	82999	265320	118350	0	0	74438	98142	43365	6418.9	13804	0
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"	Idh3a	Q99NA5	16363	4034.7	9931.5	13705	25448	25031	34474	34826	15573	14620	29013	26911	18660	19158	32387	26113	26137	27436	35880	35430	36128	35747	29646	34268	34324	33499	27985	34552	7540.9	10727
RWD domain-containing protein 1	Rwdd1	Q99ND9	0	1690.8	10156	9154.3	4902.5	3877.1	6526.7	6194.4	0	2797.1	3788.1	4066.2	3954.8	3368.3	1866.7	5519.7	4189.6	4039.7	3240.3	0	4043.5	4840.5	12317	705.45	6020.8	3831.9	4442.1	0	0	0
"Cysteine desulfurase, mitochondrial"	Nfs1	Q99P39-2	13760	8248.1	26955	27151	20361	18984	12480	13527	26971	29463	0	9047.1	20741	19681	10223	8783.3	11201	11192	13099	16550	0	9115.7	49073	51502	12351	10921	15470	15775	19098	19878
Ras-related protein Rab-9A	Rab9a	Q99P75	0	0	0	0	1485.6	0	1620.9	1743.4	8858.9	7745.9	1330.8	0	3286.6	2737.4	0	0	3108	2445.4	1580.4	1766.4	1456.2	1358.7	0	0	1442.6	1526.1	1959.3	0	2689	2644.8
Nucleolar GTP-binding protein 1	Gtpbp4	Q99P77	0	0	8423.5	6131.5	0	0	0	0	8716	12467	2651.7	0	10603	13351	0	0	4182.1	5195.2	0	0	0	0	0	0	0	0	0	0	3766.1	0
Actin-related protein 2/3 complex subunit 1A	Arpc1a	Q99PD4	0	32839	42676	37077	22015	27919	57871	61149	90003	73998	33905	26954	52622	39268	14609	20543	51267	52340	53069	38565	41361	47876	5665.1	8013.8	52134	44531	29869	36483	42969	0
Transforming growth factor beta-1-induced transcript 1 protein	Tgfb1i1	Q99PD6	63309	74370	63941	64802	75696	71398	125610	133540	104250	64611	107750	107750	78994	98376	22724	29136	108310	105200	122180	115360	93266	91778	16413	8120.1	104330	99302	103410	103740	386.41	0
Far upstream element-binding protein 2	Khsrp	Q99PF5	34652	59317	41879	44574	58847	62663	46058	45328	60000	79972	63771	65528	79294	78949	40606	57788	61528	61283	57095	54246	50493	57322	30781	48496	50412	48914	43845	39208	137820	152160
Histidine-rich glycoprotein	Hrg	Q99PS8	144370	137150	94694	124240	51500	41125	55303	58039	52516	48549	53654	43128	73394	73588	17935	22321	38651	42301	47107	52002	98660	101280	137970	109560	66208	70923	36705	44622	0	0
Dipeptidyl peptidase 2	Dpp7	Q9EPB1	101240	96692	85112	79249	86041	88039	116220	121720	64765	83517	68989	74167	60664	64976	77137	75518	187500	192410	57891	68331	147660	160230	15478	32671	177460	188290	105800	158280	16881	38959
Profilin-2	Pfn2	Q9EPC6	47572	29862	31241	33768	18619	17078	62013	64258	25290	21842	40350	54087	44221	50930	30568	34176	68322	68843	72490	72566	42376	47956	76480	79619	47345	45803	44395	47690	1236.3	0
Cell surface glycoprotein MUC18	Mcam	Q9EPF2	50773	13396	28252	23330	17853	18719	40526	45874	31816	35318	43880	43147	43470	41738	11636	9855	28885	30040	60419	56456	32066	32832	64535	65416	23747	21766	36667	44977	2522.8	1776.6
Alpha-1B-glycoprotein	A1bg	Q9EPH1	1964.2	2983.4	9302.9	803.1	1206.8	0	195140	194870	89505	137220	63218	57099	615.22	669.17	10383	7653.8	125180	92122	94428	113240	327380	397900	0	0	343640	306600	87884	83687	15987	15286
MARCKS-related protein	Marcksl1	Q9EPH2	0	0	28154	32323	25237	9350.1	12942	12826	46247	50347	84726	88731	0	0	0	11302	54627	50557	0	26323	38916	35972	47576	50564	0	33964	22420	0	36031	50427
Polyadenylate-binding protein 1	Pabpc1	Q9EPH8	56186	62553	60396	68410	72271	72874	76464	76500	49897	44970	66531	68863	54541	64413	67901	79165	95115	88462	60155	58006	89754	97444	45277	75984	83538	84687	70433	76134	90340	78269
Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	Nucks1	Q9EPJ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10838	12308
Chloride intracellular channel protein 5	Clic5	Q9EPT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21832	25290	0	0	0	0	0	0
Nuclear receptor coactivator 3	Ncoa3	Q9EPU2	0	0	0	0	37719	38480	4185	3782.9	0	0	86099	87437	112790	118490	0	0	0	8591.3	64246	0	0	0	5546.7	30524	0	0	2371.7	0	23964	4756.7
Heat shock protein beta-8	Hspb8	Q9EPX0	0	0	13823	13370	3722.8	3032.2	14104	15521	6962	10035	9060.8	13702	9357.2	13038	0	0	7135.4	7994.2	7941.9	10217	10367	10143	0	0	9326.6	7756.6	7898.3	0	0	0
Caspase recruitment domain-containing protein 9	Card9	Q9EPY0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44322	45246
C-terminal-binding protein 2	Ctbp2	Q9EQH5	0	0	0	0	0	0	3145.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6289.2	0	0	6355.5	0	0	0	0	0
Prolargin	Prelp	Q9EQP5	1316300	909010	729250	660000	302150	279630	992390	1010200	1662100	1717000	610600	601730	1133300	1145100	811090	783460	664400	626280	1051100	978640	1227700	1274200	155540	148970	2104600	1871400	694610	668480	3066.5	3282.6
"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	Agps	Q9EQR2	0	0	4341.5	4305	13338	13107	13684	13266	33187	36696	10852	10030	0	0	13594	24978	8653	8408.5	16219	10880	10478	10532	11554	10749	6933.7	8225.9	0	0	11136	14685
Transaldolase	Taldo1	Q9EQS0	57239	51922	69763	86802	81388	80037	75442	73714	90498	77344	100610	94106	149290	153090	68577	61787	83672	83927	86009	93225	77639	76939	101320	101960	47061	41779	73436	67976	90852	100850
Tubulointerstitial nephritis antigen-like	Tinagl1	Q9EQT5	84319	83864	44973	32080	439170	477550	28173	24154	18972	17452	6407.1	3529.4	39692	44178	62593	66668	26555	25740	18606	32464	22103	26931	24935	27214	37664	33785	18281	19839	29523	44166
Tripeptidyl-peptidase 1	Tpp1	Q9EQV6	97576	150840	177900	160400	0	1141.3	32732	23923	63208	53143	0	0	38586	23101	26157	28527	30819	41749	22068	0	15297	4656.6	0	1949	59492	43134	24256	31608	5245.1	0
Ubiquitin-conjugating enzyme E2 N	Ube2n	Q9EQX9	29983	18584	38388	37634	55951	63817	44264	43881	59578	57280	37219	43834	41104	43841	64187	58221	37027	33930	44390	49953	40504	34746	46007	46914	63604	53135	45940	56561	27444	32165
Ataxin-10	Atxn10	Q9ER24	4484.3	2777.2	4163.2	15366	68459	71643	19051	22755	15641	17905	35129	34784	22879	16850	49436	44987	29709	30465	29140	28918	32051	30294	17765	12041	19489	21943	24275	20614	68823	65743
"Aconitate hydratase, mitochondrial"	Aco2	Q9ER34	135000	119650	154640	153280	201300	202930	203340	208160	200690	201890	217490	204380	204360	188630	145940	156250	184820	178870	235510	242670	201450	229460	323740	330410	230250	211710	168900	189000	140580	161880
Versican core protein	Vcan	Q9ERB4	94647	36787	44883	44361	21919	20327	61938	73800	91458	84309	56159	56064	63487	69113	31802	36806	47076	47071	91577	97406	72863	81068	21933	13326	88499	86056	48107	55933	0	0
Versican core protein	Vcan	Q9ERB4-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golgi phosphoprotein 3	Golph3	Q9ERE4	0	0	2539.6	1711.5	13797	15580	11857	15119	1158.5	2706.1	17744	18905	4544.8	0	8645.1	8762.3	12841	11356	8414.2	10430	20135	19648	0	0	16895	17663	11936	13501	0	0
Myosin phosphatase Rho-interacting protein	Mprip	Q9ERE6-2	0	0	1144	1819.7	1230.8	4358.9	10874	12444	3448.3	10660	16418	20250	20020	21417	1114.1	1981.9	20367	19991	24853	21237	8205.6	11294	1026.1	1014.9	13547	11237	11773	5621.6	0	0
Zinc finger protein 22	Znf22	Q9ERU2	14702	7956.5	21893	19934	20088	18527	5870.5	7074.6	0	0	5925.8	0	0	0	5585.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphatidylinositide phosphatase SAC1	Sacm1l	Q9ES21	23908	5560.7	25685	24829	24619	27817	23049	25836	28141	19465	25864	25181	20455	21514	25233	33328	21484	27768	26994	28581	27015	27089	25804	30821	24079	26588	27028	31430	11199	11062
PRA1 family protein 3	Arl6ip5	Q9ES40	0	0	8237.7	4837.3	44855	47367	65951	66964	28154	36797	78137	83907	47270	44037	31903	22281	40056	38371	64717	53247	69402	75346	67092	71436	71187	72624	37916	36545	106900	84604
Ubiquitin fusion degradation protein 1 homolog	Ufd1l	Q9ES53	0	0	7451.8	5855.2	3287.4	4275	11246	10104	0	0	0	0	4537.6	6049.4	3643.1	4172.2	13379	13613	0	6367.3	11334	10557	0	0	11339	12129	7406.5	7172.4	0	0
Nuclear protein localization protein 4 homolog	Nploc4	Q9ES54	0	2055.3	4692.2	0	15980	17219	20571	17852	16576	11796	18557	22175	0	12581	6412.3	0	20988	20730	11722	15331	19198	23709	43507	39939	14872	13867	10818	13923	24395	23397
Glutaredoxin-1	Glrx	Q9ESH6	7590.7	0	17082	17322	0	0	10392	12161	5780.9	7678.8	2861.7	3254.7	0	5321.5	0	0	18115	17361	9784.5	0	8286.4	10665	0	0	8442.9	10854	12791	0	0	0
Protein Niban	Fam129a	Q9ESN0	85625	58969	33993	51129	29762	30721	83159	78545	85298	81682	64960	56631	90102	94288	41398	34287	49931	47622	65117	72983	70150	62696	66024	79506	82076	83369	62644	63710	0	0
Basal cell adhesion molecule	Bcam	Q9ESS6	55568	52809	34040	50426	21344	23051	24530	22672	49828	41752	20635	37969	53403	49145	27121	38134	23444	20486	33975	29952	30873	32620	26007	31579	43432	41931	28248	21765	1397.2	0
Acidic leucine-rich nuclear phosphoprotein 32 family member B	Anp32b	Q9EST6	74687	62395	58721	47885	62283	60901	59675	64041	49159	59314	62725	60985	80049	80892	48580	48445	60436	55608	69727	64971	65569	68605	77850	73409	66778	67011	55305	51925	21328	22865
Leucine zipper protein 1	Luzp1	Q9ESV1	0	0	0	0	4560.2	5878.8	4365.9	3831.4	4308	1349.1	0	1818.7	4230.8	0	0	0	3057	3233.8	4112	2810.2	3793.9	0	0	0	0	2845.4	1557.3	0	17098	8726.7
DNA damage-binding protein 1	Ddb1	Q9ESW0	13805	15984	19343	18851	24358	23772	27912	30331	32399	28590	17919	21743	22950	18600	29303	26324	24908	28367	16156	19720	25964	39721	17488	8122.6	29767	21813	22992	26115	82390	96913
Alpha-parvin	Parva	Q9HB97	97827	70967	56332	46290	91294	83020	92265	97425	86731	94412	83635	84156	115790	102490	44371	50670	78817	78473	98608	112900	72309	75469	56010	48063	91935	106060	111400	139140	4914.6	12350
Translin-associated protein X	Tsnax	Q9JHB5	0	7002.7	47639	20887	0	8960.7	2847.5	0	13313	10410	0	0	14758	14347	8007.4	9265.8	9003.6	6987.4	0	6286.8	15817	16479	19421	14973	49664	0	9710	11627	0	0
Drebrin-like protein	Dbnl	Q9JHL4-3	133820	128180	116760	124890	73598	73750	219560	218290	166370	165310	214540	198970	157310	166770	93832	85297	217860	217420	181530	181540	207430	222110	205080	208750	202270	194290	170200	172980	127670	119250
Arfaptin-1	Arfip1	Q9JHU5	0	0	0	0	15242	10945	12455	11580	2071.9	0	12633	13379	5781.5	5384.6	9734.7	12196	11068	10001	12160	14488	14538	17049	9178.6	7337.1	9862	9814.5	6258.8	6810.7	8066.1	5545.7
Proteasome subunit beta type-7	Psmb7	Q9JHW0	0	7399	14833	14500	7362.5	6681	22539	22894	8201	7418.8	4520.4	0	3605.7	2489	15279	16904	25338	25833	14509	14000	36390	38666	0	0	27549	28385	10400	8699.1	0	0
Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	Casp8	Q9JHX4	0	0	0	0	278590	273600	21342	9964	0	11317	19343	17081	10111	12503	0	0	12540	0	14537	11166	20645	0	0	0	14275	8997.1	7701.3	6079.5	0	0
Sideroflexin-3	Sfxn3	Q9JHY2	82429	108410	61651	78223	75478	75666	37847	23139	33748	12016	11749	0	53047	47493	64054	71647	57902	61749	26515	14938	46073	41319	36442	65529	51908	48364	30706	41329	31065	3495.7
GRIP1-associated protein 1	Gripap1	Q9JHZ4-2	10417	0	0	0	56563	43082	6226.7	18690	0	0	54225	54797	6740.1	36148	25653	22198	12984	15243	26565	26649	5807.1	13605	21004	22353	3368.2	3329.6	11647	0	40378	299600
Collagen alpha-1(V) chain	Col5a1	Q9JI03	106490	119960	397450	166210	74490	108440	372620	377300	465330	426120	206060	177080	420480	419280	162950	156480	376500	406900	169350	186260	562170	548800	70804	32561	404090	361930	290020	295710	28124	44859
Vesicle transport through interaction with t-SNAREs homolog 1A	Vti1a	Q9JI51	0	0	189640	181060	139650	133060	180450	188750	0	0	179630	182690	274490	265320	0	139830	126770	0	253590	255580	372710	0	8404.3	0	0	0	91638	0	0	0
Nucleobindin-2;Nesfatin-1	Nucb2	Q9JI85	3187.6	8359.2	31873	43439	27298	30297	39551	55573	38843	36589	62141	74777	42223	36571	18042	24063	56275	63530	37894	38631	75444	73159	60378	59503	41084	51849	51499	47750	16891	22795
Syntenin-1	Sdcbp	Q9JI92	5445.3	34096	43084	44957	22120	21076	18108	10118	26293	32967	22924	18991	20472	20210	6605.3	13385	38026	43015	13075	13799	21180	19514	5414.4	8993.7	54182	57649	15404	12564	0	0
Programmed cell death protein 4	Pdcd4	Q9JID1-2	5782.8	44120	55478	34393	53523	48100	48992	49550	27422	35048	47500	29692	86866	83990	36151	39637	46265	42536	67261	34939	68258	64659	70163	58175	44807	37791	43817	32095	125900	109920
Guanine nucleotide-binding protein subunit alpha-11	Gna11	Q9JID2	15977	0	3888.7	3451.8	28937	34872	0	0	0	3425.5	18683	24589	0	0	20290	25411	5996.2	8629.8	24660	22173	13884	0	47608	46633	6162.7	7076	16260	0	114070	115610
Interleukin enhancer-binding factor 3	Ilf3	Q9JIL3-2	22801	0	15125	24122	47693	37618	46076	45794	51175	53836	43624	46313	60623	53059	49681	49200	51637	54343	50318	54916	41572	44885	37674	40947	52547	53096	47687	44688	37942	36841
DNA repair protein RAD50	Rad50	Q9JIL8	44694	0	0	0	7251.5	3459.3	11937	15390	0	0	0	0	8469.8	5015.7	4412.6	6485.3	11598	19206	0	15933	0	18371	14921	13609	4485.8	17106	10531	0	39434	37519
Double-strand break repair protein MRE11A	Mre11a	Q9JIM0	59623	0	42917	51808	15347	18797	16508	29649	64324	27392	0	21678	60314	61565	22717	21317	15856	23553	17714	11000	0	9938.9	17067	0	35408	35234	11157	0	60863	61643
Regulating synaptic membrane exocytosis protein 1	Rims1	Q9JIR4-2	0	17958	19342	32561	26449	27381	10986	12175	19692	21688	16465	18389	31413	31263	14343	14563	13347	15780	11948	13334	4926.9	16548	13483	12347	9442.7	11534	0	0	0	0
Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Slc9a3r1	Q9JJ19	1550.3	13848	30741	30312	44542	43927	10835	10851	12882	13867	25582	22534	16420	15989	26061	22774	11508	12219	20700	21952	6053.3	5002.4	78648	66567	6989.9	4965.7	10260	11624	78016	67501
Endoplasmic reticulum aminopeptidase 1	Erap1	Q9JJ22	0	0	1272.3	2276.9	63075	60505	26460	26657	3370	2341.7	19102	20351	14685	12013	18733	16624	25234	25809	19910	21272	22375	26228	9753.1	8580.1	17394	18791	12949	12616	42246	46786
Cullin-5	Cul5	Q9JJ31	0	0	3427.4	4301.2	0	0	11027	11688	4388.9	4826.2	0	0	0	15058	2951.3	2355.2	11548	13076	2344.9	0	12019	11144	0	32672	11947	12828	6151.1	7297.7	0	0
Na(+)/H(+) exchange regulatory cofactor NHE-RF3	Pdzk1	Q9JJ40	0	0	0	0	0	0	0	0	0	8885.1	0	0	0	0	0	0	0	0	0	0	0	0	11817	10004	0	0	0	0	3151.2	9603
Hepatocyte growth factor-regulated tyrosine kinase substrate	Hgs	Q9JJ50-2	63728	46802	52548	75804	18131	18956	44814	41076	53934	52819	34559	21880	31508	30654	25177	65118	66559	67107	20966	29126	19750	38009	15652	27287	60142	62985	16699	11369	11136	5662.4
Heterogeneous nuclear ribonucleoprotein D0	Hnrnpd	Q9JJ54-3	163720	244470	201860	246010	149570	155700	178190	191420	192140	192660	174260	193530	281930	260340	240660	240620	199640	199350	209830	181240	208340	202620	98576	115370	222660	205480	159520	173190	119220	144620
Cytoplasmic dynein 2 heavy chain 1	Dync2h1	Q9JJ79	0	7339.9	9581.6	11067	26752	25192	49258	53070	22481	30146	50435	38235	16212	13395	65880	70391	49599	40890	81481	77780	17879	0	51928	57043	53140	0	0	0	37490	44901
Septin-5	38596	Q9JJM9-3	0	0	0	0	0	0	131900	67408	103270	95373	74670	131220	0	0	0	0	0	63820	95555	0	0	441060	13372	15155	53737	206530	260270	0	0	0
Ubiquilin-1	Ubqln1	Q9JJP9	0	4822.3	2998.3	6073.4	22480	37986	25141	28352	5275.3	0	12480	5243.1	13525	12549	25173	33487	26708	27347	18313	20228	28430	29439	10453	13583	24119	26423	20293	15481	9619	6285.9
Up-regulated during skeletal muscle growth protein 5	Usmg5	Q9JJW3	48126	0	18530	14684	28888	33872	17362	11112	25943	12203	11410	11105	8422.3	6279.3	33216	71275	13395	13195	15444	16499	12430	15926	20559	7602.6	16031	18071	28463	28161	23757	34543
Reticulon-4	Rtn4	Q9JK11	49150	13406	66449	72256	79602	77380	53149	46913	56284	55562	34659	45221	36396	51607	53308	49025	38499	48489	53868	65380	65351	54512	26518	41522	61249	53226	68961	75624	76193	3516
	Clip1	Q9JK25	0	0	0	0	0	0	0	2092.8	0	0	7151.4	5301.7	0	0	0	0	0	0	0	0	0	0	0	0	5854.5	8197.7	0	0	0	0
Splicing regulatory glutamine/lysine-rich protein 1	Srek1	Q9JKL7	0	0	0	0	0	0	10197	12866	0	0	0	0	0	0	0	0	12923	14914	0	0	16566	18050	0	0	9897.4	11915	0	0	0	0
Activity-dependent neuroprotector homeobox protein	Adnp	Q9JKL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	6082.4	5555.7
UDP-glucose:glycoprotein glucosyltransferase 1	Uggt1	Q9JLA3	18026	52975	71160	72208	145270	140440	112840	117780	90190	90706	65374	54547	66918	58772	106560	111510	118120	113550	75500	78271	110580	107150	54400	49994	83135	91844	76318	75294	104850	124800
CDK5 regulatory subunit-associated protein 3	Cdk5rap3	Q9JLH7	0	0	0	0	8827.2	4354.7	3459	0	0	1797.7	3556.9	4445.1	0	4526.3	0	6199.8	2981.6	3110.4	2888.4	2827.1	4421	4232.9	5904.6	2245.9	3904.7	0	4313.4	3971.4	7341.9	0
4-trimethylaminobutyraldehyde dehydrogenase	Aldh9a1	Q9JLJ3	536640	706890	627920	578670	472240	491980	460510	446140	434190	382790	430960	387250	388650	273630	831010	675760	468340	463580	356930	388300	488070	431280	555720	600400	440510	411590	320140	344310	353710	327050
Myosin-10	Myh10	Q9JLT0	72623	51076	63255	66638	78051	81336	148240	150160	97109	91233	247430	235260	83434	83952	86662	83300	134460	138490	191090	195900	146930	152060	99024	105550	177070	174210	176310	177810	92626	87249
BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	Bid	Q9JLT6	0	0	0	0	2364.1	1467.2	7569.3	6628.2	0	0	0	0	0	0	0	0	0	3286.7	0	0	0	0	1182.1	0	3102.8	0	4906.5	0	0	4915.9
Glutaredoxin-3	Glrx3	Q9JLZ1	36000	32481	9109.5	8478	19297	20306	41120	39345	18478	13735	7586.5	14719	1021.4	5423.8	0	13264	33957	27926	15483	10524	30349	27118	51441	33583	44230	38075	31855	23162	42173	48482
"Apoptosis-inducing factor 1, mitochondrial"	Aifm1	Q9JM53	0	0	6757.7	12486	12009	9701.1	11880	12682	4372.2	7522.9	14898	14157	8876.5	11267	17346	23267	8007.2	13907	7517.3	9633.6	13143	14083	45059	46173	2490.1	11493	12827	7998.4	13707	9419.7
Proteasomal ubiquitin receptor ADRM1	Adrm1	Q9JMB5	0	0	0	0	7181.9	7738.5	3256.4	0	0	0	0	0	0	0	3486.1	3213.3	0	0	0	0	0	0	10516	11880	0	0	4626.4	0	0	0
Pre-mRNA-processing factor 19	Prpf19	Q9JMJ4	22804	36924	44167	61203	72366	75171	66908	65476	53974	62684	63952	56220	66260	79602	72585	69501	86593	85179	65096	58464	70611	75410	69764	66037	73116	73719	47172	65803	125430	135060
Heat shock protein beta-7	Hspb7	Q9QUK5	0	0	13882	13064	15689	13829	68003	75363	45329	49366	39048	32045	15790	14402	4426.9	0	33583	30986	53792	55333	38034	34409	0	0	27076	24020	73184	66370	0	0
Vesicle-fusing ATPase	Nsf	Q9QUL6	6791	9496.7	14054	11921	27605	26331	22373	23684	28041	23762	34872	30921	27292	24662	16110	17936	20403	15907	23515	30846	23839	23272	19728	20662	26105	23779	23853	17675	27208	40880
Dynactin subunit 4	Dctn4	Q9QUR2-2	0	0	71712	9485	25008	29294	20739	24167	26875	35328	47731	38899	30621	33653	40959	12804	30617	23856	29273	24184	36591	0	25665	24465	22431	29699	0	61636	0	0
Nuclear receptor subfamily 1 group I member 3	Nr1i3	Q9QUS1	80117	69336	39157	0	36356	37864	43626	44267	40976	44693	49543	51256	38424	41106	6545.3	0	24274	23393	59927	59909	36357	48197	27252	0	46629	47686	30020	32657	5533.8	5075.1
"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed"	Fkbp4	Q9QVC8	5843.2	11445	21039	18821	23567	21681	29035	21528	23659	31445	55956	61937	14927	20073	26611	19843	20790	14965	25243	28526	25240	34389	17185	16491	25690	27038	17262	29059	47118	45060
Gamma-glutamyltransferase 5;Gamma-glutamyltransferase 5 heavy chain;Gamma-glutamyltransferase 5 light chain	Ggt5	Q9QWE9	0	22927	2363.5	23905	0	8826	12354	16122	43999	30754	0	9746.2	28243	15735	0	0	8797.4	13262	4015.3	0	5586.7	7476.3	55356	6468.3	21030	17109	8834.7	9673.6	0	0
"Spectrin beta chain, non-erythrocytic 2"	Sptbn2	Q9QWN8	20685	19013	19175	30791	16052	21760	7641.4	10859	15924	36293	0	22162	42802	52010	35572	35530	24557	4275.1	31656	32868	3490.8	0	20189	31258	0	5202.3	9719.9	0	18756	11582
Fetuin-B	Fetub	Q9QX79	149510	281200	181890	172180	61845	58064	121520	118990	115680	123700	188430	194860	177770	149700	91324	80192	81674	94645	156740	154380	174670	167950	148800	129570	137690	150580	118880	113430	4191.6	7072
