Protein_names	Gene_names	UniprotID	LFQ_intensity_R1_1	LFQ_intensity_R1_2	LFQ_intensity_R2_1	LFQ_intensity_R2_2	LFQ_intensity_R20_1	LFQ_intensity_R20_2	LFQ_intensity_R22_1	LFQ_intensity_R22_2	LFQ_intensity_R25_1	LFQ_intensity_R25_2	LFQ_intensity_R28_1	LFQ_intensity_R28_2	LFQ_intensity_R29_1	LFQ_intensity_R29_2	LFQ_intensity_R31_1	LFQ_intensity_R31_2	LFQ_intensity_R33_1	LFQ_intensity_R33_2	LFQ_intensity_R36_1	LFQ_intensity_R36_2	LFQ_intensity_R37_1	LFQ_intensity_R37_2	LFQ_intensity_R39_1	LFQ_intensity_R39_2	LFQ_intensity_R4_1	LFQ_intensity_R4_2	LFQ_intensity_R8_1	LFQ_intensity_R8_2	LFQ_intensity_R9_1	LFQ_intensity_R9_2
Regulating	Rims1	A0A0G2KAV8	0	0	0	0	0	0	0	0	12166	10173	21583	19729	0	0	14839	13544	0	0	15178	16487	0	0	0	0	0	0	0	0	0	0
Alkaline	Alpl	P08289	0	0	33491	12555	0	0	0	0	4680.1	0	0	0	0	0	12033	13728	13855	12888	0	10717	0	0	0	0	4259.4	0	0	3249.8	16638	10128
Translin-associated	Tsnax	Q9JHB5	0	9936.9	16977	20754	0	0	0	0	6084.7	0	0	11842	0	0	8472.4	0	4795.5	8567.2	0	1828.9	0	0	6771.8	7048.1	0	0	0	0	0	0
Keratinocyte	Kprp	G3V9A5	0	0	0	0	0	0	52516	64866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15197	0	0	0	0	0
Hydroxymethylglutaryl-CoA	Hmgcl	P97519	0	0	0	0	0	5896.2	7883.5	9142.6	7803.4	0	11519	12606	7679.9	6549.4	9398	0	0	0	11077	10144	10949	13072	8776.4	7408.4	0	0	0	0	0	14137
NmrA-like	Nmral1	D3ZDB9	0	0	10804	15930	0	0	5887.4	6016.3	5772.7	8321.5	7527.2	11230	0	2447.4	7089.5	10085	8011.1	9112.8	3130	5219.3	0	5807.1	0	0	0	0	6501.6	7380.9	5415	5581.7
Dipeptidyl	Dpp4	F1M7X5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23884	25531
Ribonucleoside-diphosphate	Rrm1	Q5U2Q5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4511.5	0	0	0	0	0	0	0	0	0	0	21954	19188
Craniofacial	Cfdp1	A0A0G2K6H5	0	0	3854.9	6614.6	4359.3	0	0	0	0	4104	0	0	0	0	14956	15343	0	0	10186	9502	0	0	0	3982.6	0	0	0	0	27053	27681
RNA	Rbfox2	A1A5R1	0	0	0	0	0	0	0	0	0	13793	0	15895	16293	16681	0	23387	0	0	17303	15841	0	0	12654	13877	0	0	0	0	0	0
Ig-like	F1LUS1	0	0	43999	57372	0	0	0	0	15170	16153	0	4644.1	0	0	0	0	0	0	0	0	0	0	9969.4	0	0	0	0	0	0	0
Calcium-transporting	Atp2b2	D4A8B3	54535	65992	6745.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116760	0	0	0	0	0	0	0	0	0	0	0	0
Syntaxin	Stxbp3	Q99PV2	0	0	15693	17182	0	0	10724	0	11258	10799	7017.5	0	7203	0	0	9571.1	0	5394.2	0	0	0	9502.6	10268	9282.8	0	0	9452.6	9568.3	0	0
Brain	Basp1	A0A0G2K1L8	0	0	0	0	8935.6	4677.9	0	0	0	0	0	0	0	0	0	0	0	0	13008	13150	9517.6	11268	0	0	24726	19398	3964	4861.8	7725.1	7627.4
Phosphatidylinositol	Pitpnb	D3ZCD4	0	0	8154.3	0	0	1478.8	3529.9	0	0	0	16340	13592	4053	0	3134.4	0	14971	12477	0	0	0	0	2195	13690	0	0	0	0	0	11585
3-phosphoadenosine-5-phosphosulfate	Papss2	A0A0G2K950	0	0	0	0	15788	36977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2110.8	0	0	0	0	6746.6	3402.1
Pre-mRNA-splicing	Xab2	Q99PK0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorting	Snx18	D3ZZ38	0	0	18095	15335	0	0	0	0	10046	6568.4	15045	9596.7	0	5609.9	12828	0	0	0	4104.9	9154.7	0	0	7347.6	7961.2	0	4877	0	0	0	0
Splicing	Sf3b6	M0R835	0	0	0	6383.9	0	0	0	9614.7	15855	17762	0	0	0	0	0	0	0	0	26836	25259	0	0	24465	24850	0	0	0	0	0	0
Transglutaminase	Tgm2	Q6P6R6	0	0	0	0	0	0	6380.2	6556.3	0	0	2224.1	3851.9	0	10539	15410	17600	0	0	6651.1	5643.7	12764	7793.8	4865.1	0	0	0	0	0	1438.3	0
RNA	Mov10	D3ZUC2	0	0	0	0	801.23	0	0	0	0	0	0	0	0	0	0	0	0	0	188.91	507.98	0	0	0	0	0	0	0	0	15085	27707
EFR3	Efr3a	D4ADS9	0	0	0	3490.1	0	0	8498.7	7522.6	0	7461.5	8071.4	9888.3	0	7228.5	0	9834.5	0	0	10347	10087	11886	11330	13992	12251	0	0	4412.7	0	0	0
RAB22A	Rab22a	A0A0G2K3Z3	0	0	0	0	4060.2	0	0	0	0	0	4022.9	6343.2	20250	0	9258.1	11762	0	0	0	0	0	0	9088.8	10009	0	12866	7749.2	0	55500	0
Queuosine	RGD1311345	B4F797	0	7713.6	24000	28823	0	0	0	0	0	0	0	0	0	0	0	0	3884.9	3328.3	28447	30402	0	0	0	0	0	0	0	0	0	0
Transient	Trpv2	A0A0G2JSH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21191	16652	0	0	6509.7	6749.6
Carbonyl	LOC102556347	M0R3X6	0	0	0	152300	23891	26520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Down	Vps26c	B1H223	0	0	0	0	0	0	0	12874	0	9621.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12267	14561	12469	11987	0	0
Metalloreductase	Steap4	A0A0G2K6J0	0	0	0	0	0	0	20475	20634	0	17602	0	0	0	0	0	0	0	0	0	15314	0	0	0	3594.5	0	0	33616	36349	0	0
SUZ	Szrd1	Q5XIA2	0	0	0	0	10423	0	8723.1	9990.9	7891.8	0	0	0	0	14523	21702	20969	9574.7	0	0	8590.7	0	0	11638	10036	0	0	11106	10248	8391.3	0
Galectin	Lgalsl	B4F7A3	0	0	0	5972	0	0	10599	0	10122	0	4643.4	7514.4	0	3427.2	1782.3	0	8511.2	0	4918.5	0	0	0	0	13935	0	0	13568	13240	0	25139
RAF	Raf1	P11345	0	0	0	0	0	0	9637.8	0	14641	21814	10163	0	0	0	0	0	0	0	0	0	0	0	7085.6	89350	0	0	0	0	0	0
Uncharacterized	Mdn1	A0A0G2K9L9	80802	15326	4161.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutathione-disulfide	Gsr	A0A0G2JU71	0	0	0	0	5687.9	0	0	0	0	0	0	0	0	0	0	0	14883	12173	0	0	0	0	0	0	12779	15543	0	0	30606	32038
5-nucleotidase	Nt5c3b	A0A096MK29	0	0	0	15835	0	0	4980.5	5705.1	0	0	0	8548.2	10239	0	14450	11100	0	0	0	9332.8	0	0	0	0	0	0	0	7746.2	24863	27290
Signal	Srp14	B2RYW7	21594	7056.7	15262	0	0	0	6897.3	6857.9	0	0	0	3904.9	5372.2	0	4731.1	0	19803	18731	12377	14134	0	0	17454	14176	0	0	0	0	0	0
Serine	Serpinb1b	F8WGA3	16264	14184	14804	31440	6257.3	0	0	0	13874	14259	0	8534.2	0	0	26895	8983.7	0	0	0	0	0	0	9575.6	8248	0	0	0	0	0	0
Serine	Sptlc1	D4A2H2	0	0	0	0	0	10290	0	0	0	0	0	0	0	9529.1	0	0	0	0	0	0	0	0	0	0	27224	28401	0	0	23217	18104
Ras-related	Rab35	Q5U316	0	6997.1	0	0	0	0	0	7889.3	11379	9624.2	0	0	0	0	15071	18930	0	6308.7	0	4389.9	6027.4	9072.6	0	0	0	2624.1	5557.2	0	3212.1	13744
P2X	P2rx7	C8YIX5	0	0	13706	13671	0	0	14299	14625	18855	17054	0	0	0	0	0	0	0	0	12517	12492	0	0	16587	13734	0	0	7164.2	0	0	0
NADH	Ndufa6	D4A3V2	0	0	6229.6	0	0	0	9565.4	11844	9619.4	8585.1	0	0	0	0	0	0	8186.4	0	9672.1	12206	0	0	7293.6	7254	0	0	0	0	3254	0
YTH	Ythdf3	D3ZIY3	0	0	0	34987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24341	22374	19517
Mannose-1-phosphate	Gmppa	Q5XIC1	0	0	0	0	0	0	9272.2	9233.6	6346.2	9659.2	0	0	11711	12310	0	0	0	0	6413	6981	8041.6	0	13969	11752	0	0	7499.2	8372.9	5612.3	4040
CDW92	Slc44a1	A0A0G2K7R8	10625	12847	0	0	0	0	0	13833	6846.7	6946.7	0	0	0	0	0	0	0	0	11751	6589.8	0	0	0	0	0	0	14192	11328	11244	10918
Solute	Slc37a2	D3ZS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10977	0	0	0	0	0	0	0	0	0	0	23879	25001
Cytochrome	Cox7c	P80432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7512.7	0	0	0	0	0	0	0	0	0	39381	31090
RCG44970	Rnaset2	D3ZCH6	0	0	14467	0	10408	11782	0	13101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10681	0	0	0
Serine/threonine-protein	Ppp2cb	P62716	0	0	0	11450	0	0	0	0	0	0	19930	0	0	0	32019	30023	0	0	0	0	0	0	0	0	0	0	0	0	27241	26487
Protein	Lin7c	Q792I0	0	0	0	0	0	8643.3	11615	0	8789	9462.3	0	0	0	25260	0	0	0	0	0	0	0	15386	0	13582	18642	19218	0	0	0	0
Serine/threonine-protein	Dclk1	A0A0G2KB92	0	0	0	0	0	0	9005.9	9036.6	5962.7	6650.1	0	0	7279.5	7175.4	0	0	0	0	7135.6	6498	0	0	13442	16361	0	0	4494.1	11433	0	0
EPS8-like	Eps8l2	F7DLY1	0	0	0	0	19509	18558	0	0	0	0	0	0	0	0	0	0	0	5183.3	0	0	0	0	0	0	0	0	0	0	17337	17608
SPARC-like	Sparcl1	Q6P7A8	0	0	0	7445.2	30433	45372	0	0	1949.6	0	0	4505.6	0	0	9125.5	8694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosome	Exosc3	D3ZT51	0	0	0	0	13055	11444	0	0	0	0	0	0	13630	10478	22678	0	9968.4	0	0	0	0	0	10516	0	22139	18216	0	0	11166	10734
N-terminal	Scyl1	Q5M9F8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868.6	3934	0	0	0	0	0	0	0	0	14584	16676
Arpin	Arpin	D4A1B2	0	0	0	0	0	0	21174	18336	0	0	0	0	0	0	0	0	0	0	0	19243	0	0	0	0	13164	13875	0	0	0	30371
Gtf2e1	Gtf2e1	Q4FZQ9	0	0	0	0	7190	4018.5	6951.8	0	3739.8	3654.8	0	0	0	4528.3	0	0	0	0	0	10142	0	0	11107	11023	0	0	0	0	29639	36669
ER	Emc8	Q5FVL2	0	0	0	0	0	17845	7857.9	0	14044	0	0	0	0	0	0	0	20538	17634	0	2594.4	0	0	0	0	0	25113	0	0	0	0
2-hydroxyacyl-CoA	Ilvbl	D4ACG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4382.7	0	0	0	0	0	0	0	0	0	0	10093	7403.7
Abhd5	Abhd5	A0JPK5	19932	22171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33097	40186	0	0	0	0
Ubiquitin	Usp10	Q3KR59	0	0	0	0	0	0	1975.2	0	0	0	0	0	3394.7	3668.2	0	0	0	0	3363.5	2467.9	0	0	3727.4	2817.2	0	0	0	0	29566	18648
Coiled-coil	Ppp1r21	F1LYZ8	0	0	0	0	8756.5	0	0	0	10703	0	0	0	0	12106	0	0	4846.9	0	12158	10142	0	0	0	10953	20009	21083	0	0	10524	12088
HIG1	Higd1a	Q8VH49	0	0	0	0	12336	13102	0	0	0	0	0	0	0	0	0	0	8997.4	0	0	0	0	0	0	0	0	4541.2	0	4552.4	49434	35956
RCG21137	Pgam5	G3V9N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037.7	0	0	1957.3	2236.4	0	0	0	0	0	2439.1	0	0	16410	15343
Tetraspanin	Tspan9	A0A0G2JY11	0	0	2957.3	0	0	0	2923.5	0	10477	7685.3	0	0	7575.4	0	6487	19166	8618.4	11061	10273	7164.9	10548	6532.7	13854	8096.6	0	0	7943.3	0	0	0
Acyl-CoA	Acad8	M0RDK9	0	0	0	0	0	0	9576.8	0	16734	15783	11835	0	14571	16627	0	14811	0	0	0	13123	0	18150	14105	0	0	0	10099	0	0	0
12-dihydroxy-3-keto-5-methylthiopentene	Adi1	Q562C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702.2	11082	10280	0	2681.7	0	0	0	0	18587	13517	0	0	17290	8621.4
Hsp70-binding	Hspbp1	Q6IMX7	0	0	0	6705.9	0	0	0	0	0	0	0	0	0	4535.4	0	0	0	0	11067	12576	0	0	0	0	0	0	0	3923.6	15701	25830
U2	U2surp	D4A4B4	0	0	0	0	1802.5	0	11452	11572	6167	0	0	0	0	0	4015.8	3502	4850.2	0	11213	10324	1441.5	6081.5	11433	12461	0	0	4069.4	0	0	0
Growth	Grb7	Q9QZC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43805	39891
GMP	Gmpr	F1LRV6	6544.2	5075.6	0	0	0	0	5450.5	6501.4	10155	7890.6	0	0	0	0	0	0	4635.9	0	9715.2	19511	0	0	5623.1	7177	0	0	5485	5566.4	0	0
D-2-hydroxyglutarate	D2hgdh	A0A0A0MXZ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40999	46596	0	0	0	0
Aminomethyltransferase	Amt	Q5XI85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20555	19144
Ladinin-1	Lad1	G3V779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13972	13427
Patatin-like	Pnpla2	P0C548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38071	0	0	29562	31006	0	0	0	0
Four	Fhl2	O35115	0	0	0	0	4753.5	0	0	0	0	16992	0	12296	5114.2	3546.9	29446	24684	0	0	12378	13211	0	0	0	0	0	26130	0	0	0	0
Ubiquitin-protein	Ube3a	A0A0G2JTH7	0	5569.1	0	14237	0	0	0	0	5044.5	5420	0	0	0	0	0	2547.2	0	12920	10736	14335	4456.1	0	0	0	0	0	9221	9617.8	5839.5	8693.3
1-acyl-sn-glycerol-3-phosphate	Agpat2	D4AC45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3282.4	0	0	0	0	0	0	0	38730	41759	0	0	0	0
Polypeptide	GalNAc-T4	Q58A68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15127	18030
X-ray	Xrcc5	G3V817	0	0	0	0	0	0	7459.6	8106	9181.7	9961.8	0	1879.6	12570	0	3800.2	0	0	0	5883.7	9458.7	9905.1	6088.2	12981	13546	0	0	0	5217.2	0	8632.5
S100	S100a16	B0BMX3	0	0	0	0	7213.6	7257.8	4234.1	5704.3	2788.8	3755.7	0	0	9303.9	15732	16534	14787	0	0	4477.3	3764.7	4801	7316.4	5100.8	5768.9	11615	0	0	8167.1	0	0
Immunoglobulin	Igsf10	G3V7S1	0	0	0	0	0	0	9677.9	11702	4706.5	0	0	12310	0	6038.2	0	16767	0	0	24116	23581	10909	12151	12808	0	0	0	0	0	0	0
Similar	Srsf11	Q4KLK1	0	0	0	0	8636.8	6409.5	7298.2	7180.2	7299.2	7252.4	2725.1	0	9925.9	9728.1	8621.6	7057.5	7936.4	0	7619.1	9372.6	8778.1	11431	7664.5	9590.8	0	0	4408	0	0	0
Microtubule-associated	Map1a	G3V7U2	0	0	0	0	0	0	0	0	0	2920.2	0	0	12949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10249	0	0
Eva-1	Eva1b	B2RZB3	0	0	23709	27985	0	0	0	2807.5	4955.4	4008.7	0	24199	0	0	26031	11669	0	0	0	0	0	0	0	0	12931	24876	0	0	0	0
Alpha-mannosidase	Man2b2	A0A0G2K8F6	0	0	0	0	6069.4	0	0	0	0	0	0	0	0	0	0	0	2309.6	3293.2	10222	10508	0	0	0	6261.8	8304.3	6915	0	0	11454	9487.3
Anoctamin	Ano10	D3ZF54	0	0	0	0	9941.8	7990.7	0	0	0	0	5628.2	0	0	0	0	0	0	0	0	0	0	0	0	0	19762	17466	0	0	7699.5	10420
Histone	Hist2h3c2	D3ZJ08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11077	56718	6708.7	0	45852	0	0	0	0	0	0
Cytochrome	Q7M0C4	0	0	0	0	0	0	0	0	0	0	0	0	0	18779	0	0	0	0	0	0	0	0	0	0	40337	0	0	0	19556	21257
0	0	0	0	0	0	24468	29761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	19306	26803	0	0	0	0	0	0	0	0	0	0	0	0	1502	1507.1	0	0	11085	13281	0	0	0	0
SURP	Sugp2	D3ZJH2	171990	69723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23-cyclic-nucleotide	Cnp	A0A097BVJ5	9961.1	11133	14174	0	0	0	0	0	0	0	6173.9	7443.7	0	0	0	0	0	0	4244.9	4015.8	0	0	0	0	16667	17174	0	0	0	0
Ifi47	Ifi47	Q6NYB8	7367.4	10639	9438.1	12495	0	0	10245	14327	16864	0	0	0	0	0	0	0	0	0	10399	17573	0	0	0	18318	0	0	0	0	0	0
SRP	Srpra	Q3KRC3	0	0	0	0	0	0	0	0	0	0	0	0	4731.7	7046.2	0	0	0	0	5188.6	4543.4	0	0	14546	23719	0	0	0	0	7841.5	7741.2
Parvalbumin	Pvalb	P02625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29954	42012	4882.6	0	0	0
Isoform	Acaca;sp|P11497|ACACA_RAT	P11497-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20016	14167	0	0	0	0
Superkiller	Skiv2l	Q6MG76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12380	15785	0	0	0	0
Xylulose	Xylb	Q3MIF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648.5	0	0	0	0	1505.4	0	32814	28647
Splicing	Srek1	G3V9I9	0	0	0	0	0	0	13207	16360	13069	14339	0	0	0	0	0	0	0	0	0	19572	0	0	20062	23771	0	0	0	0	0	0
Translation	Eif4a1	Q812C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59437	49907
Glutaredoxin	Glrx5	D4ADD7	0	0	0	0	0	0	0	15746	0	0	0	0	0	0	0	0	11514	0	16908	13892	0	0	14758	12629	0	0	0	0	17503	16445
Adpgk	Adpgk	Q5D001	0	0	0	0	14252	12951	0	6426.5	0	7080.4	0	0	0	4256.2	0	0	0	0	7006.1	5008.8	0	0	0	12687	0	0	0	8348.6	3831.8	5596.9
Guanine	Gna11	Q9JID2	8167.5	12632	0	6378.5	0	0	0	0	0	0	0	0	0	8401.6	0	0	6889.2	7793.9	0	0	0	0	0	14489	14549	9290.9	0	0	11462	14760
Fermitin	Fermt3	B2GVB9	0	0	0	0	0	0	10006	5302.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17977	24286	11068	15326
Interferon-gamma-inducible	Irgm2	J7P1Z1	0	0	0	12106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21686	15107	0	0	0	0
Carboxymethylenebutenolidase	Cmbl	Q7TP52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32186	29194	0	0	0	0
Kinesin	Kif13b	Q70AM4	0	0	0	1879.5	0	5232.8	0	0	0	0	0	0	0	0	0	0	8515.2	0	0	4279	0	0	0	0	5689.8	6471.1	0	0	21182	18543
Coiled-coil	Ccdc47	Q5U2X6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9362.3	9945.9	6329.4	8935	0	0	7365.6	0	0	0	0	0	11644	15459
Platelet-derived	Pdgfrb	Q05030	0	0	0	4372.5	0	0	4599.3	0	17350	16807	0	9108.5	0	6759.3	13688	10537	0	0	0	0	0	11642	5401.8	5353.6	0	0	0	0	0	0
Gamma-glutamyl	Ggcx	B5DEF3	0	0	0	0	0	0	8162.7	0	6528.8	0	0	4146.7	0	0	0	0	0	0	14088	15609	5679.9	0	12745	13143	0	0	0	0	9820.7	7327.4
Tubulin	Tubal3	F1LUM5	0	0	0	0	13090	0	13907	16434	0	0	0	0	21370	0	0	5814.2	0	0	0	0	34209	39737	0	0	0	0	3294.1	3253.4	0	0
Gbp5	Gbp5	B5DF73	12427	9383	0	0	6125.1	0	14835	13528	0	7190.2	0	0	0	6405.8	0	9710.4	0	0	10483	12036	0	10528	11890	14614	0	7604	0	0	0	0
Ubiquitin	Ufd1	Q9ES53	0	0	0	0	0	0	15834	0	15671	15777	0	0	0	0	0	0	9277	3333.1	17210	16984	0	0	14643	15770	0	0	0	0	0	0
Dynactin	Dctn3	D4A1B8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2218	0	6304.3	8308.7	0	0	0	0	0	9454.8	0	0	29386	25330
Insulin-like	Igf2bp3	A0A0G2K0Y2	0	0	0	0	33965	36927	0	0	0	0	0	0	0	0	0	0	6650.2	0	0	0	0	0	0	0	0	0	0	0	8630.7	8924.6
Isoform	Gsn	Q68FP1-2	14928	16518	0	0	8707.1	0	0	0	0	0	15509	12125	4654	0	20325	20175	0	0	0	0	0	0	0	0	0	0	0	0	21990	19594
DNA	Chd5	D3ZR50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60676	61410	0	0	0	0
Pre-mRNA-splicing	Rbm22	Q4V7D7	145750	48968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA	Swi5	Q63ZV7	0	0	0	6796.4	0	0	0	0	0	12294	0	0	0	0	0	0	0	0	12958	14286	0	0	0	7566.9	0	0	0	17039	0	0
CCR4-NOT	Cnot2	Q5PPJ8	0	0	0	0	0	0	0	0	0	0	6640.4	58148	3595.4	5560.9	5378	3683.1	0	0	4010.1	8116	0	0	0	0	0	0	0	0	13061	20927
Transforming	Tgfbr3	P26342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12859	0	0	18846	8906.9	0	0	0	0	0	0	0	0	0	7881.3
Multiple	Mcfd2	Q6GQY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22765	23973	0	0	0	0	0	0	0	0	0	0
Glutathione	Gsta2	F7F2H5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14269	0	0	0	0	0	0	0	0	0	0	48877	40162
Ac2-246	Phf5a	Q7TPJ6	0	0	0	10493	0	0	14881	15058	17509	15938	0	0	0	4296.7	8559.8	0	0	0	12597	13532	0	0	0	12389	0	0	0	9927.8	0	0
Microtubule-associated	Map1lc3a	Q6XVN8	0	0	0	0	0	0	12295	0	0	0	4324.9	5179.7	18648	25546	0	6482.4	0	0	0	0	9494.4	0	20087	27414	0	0	9663.8	0	0	0
Keratin	Krt78	A0A0G2JUR6	0	0	0	0	0	0	22833	25042	0	0	0	0	0	0	0	0	1649	2464.5	0	0	0	0	0	2985.5	0	5913.9	0	0	0	0
Rho	Arhgef25	Q6P720	0	0	0	0	2922.8	0	0	0	0	6749.4	0	0	0	17020	10984	0	0	0	4920.2	5431.9	0	0	18204	12101	0	0	16852	15957	0	0
Nucleoporin	Nup37	B1WBY6	0	0	4196.3	0	7477.4	0	0	5791	7661.6	9078.5	3904.8	5587.2	0	0	5847.4	6384.4	7240.2	7919.5	6228.7	6101.2	0	0	7084.3	7161.4	0	0	5774.6	0	8717.5	8154.8
Glypican	Gpc4	Q642B0	0	0	0	0	0	6213.5	0	0	0	0	0	0	0	0	0	0	4873.7	0	4795.6	4737.1	0	0	0	0	3253.3	17565	0	0	8496.9	15750
DCC-interacting	Appl2	B4F779	0	0	0	0	0	0	0	0	0	0	0	27325	14891	13023	27654	20120	0	0	0	0	0	11984	0	0	0	0	0	0	0	0
Receptor	Reep6	Q5XI60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41429	39859
Uncharacterized	Golga3	A0A0G2K5A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776.7	2332.3	0	0	0	0	0	0	0	0	6623.7	7652.8
Heterogeneous	Hnrnpm	Q62826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA	Nat10	G3V752	0	0	0	0	0	0	0	0	0	0	0	0	0	3794.1	0	0	0	3433.3	0	5133.5	0	0	0	0	0	0	0	0	7322.8	18666
4-aminobutyrate	Abat	P50554	0	0	0	0	0	0	0	0	14275	14475	14436	19402	6309.6	0	0	0	0	0	0	10458	0	0	0	12643	0	0	0	0	0	0
Alanyl-tRNA	Aarsd1	Q5XI97	0	0	0	0	0	0	0	3456.9	7055	0	0	0	8365.4	0	0	0	0	0	21300	25228	0	0	0	10166	0	0	0	0	0	0
Peptidase	Pamr1	D4A0A3	0	0	0	0	0	8075.5	0	0	24989	24210	16272	17825	0	0	8225.5	3465.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neutral	Nceh1	B2GV54	11060	8619.1	8293.6	6493	0	0	0	0	0	4867.5	0	0	6999.9	0	5038.1	0	0	0	4800.1	6553.7	5645.9	5671.6	4304.7	0	9147	9719.2	8836.5	8050.5	0	0
Protein	Romo1	D4A742	0	0	0	0	0	0	0	2035	1132.4	0	0	0	0	2764.8	0	0	0	0	7470.6	11416	0	0	4512.9	0	14333	16039	0	0	21937	18689
Major	Prnp	P13852	0	0	0	0	5734.2	0	0	5523.1	0	0	0	0	0	0	0	0	18277	13343	10892	14365	0	0	0	0	0	25055	0	8031.6	0	0
Similar	Tbc1d9b	F1LRL4	18795	16893	0	5898.3	0	0	0	4236.5	16771	50512	0	0	0	18103	0	9056.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metaxin	Mtx1	A0A0G2JU49	0	0	0	0	0	0	0	4031.8	11144	9595.7	0	0	0	0	0	0	0	3133.5	0	0	2892.3	0	2711.6	3446.2	0	0	6065.5	5532.2	0	0
GA	Gabpa	D4ACQ9	8449.8	11132	22282	21492	0	0	0	3207.8	3338	0	0	0	0	0	9755.5	7769	0	0	0	0	0	0	0	0	9563.2	0	0	4325.1	0	0
Uncharacterized	Q498U0	0	0	0	0	0	0	0	0	0	0	0	0	26130	22324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30179	29944
